id,race,age,gender,hand,country,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,C_1,C_10,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,E_1,E_10,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,N_1,N_10,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,O_1,O_10,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9
121,3,30,2,1,US,2,4,5,1,4,1,3,1,4,3,4,4,2,5,1,4,1,3,1,3,4,2,2,5,2,4,1,4,1,4,2,1,3,2,5,2,2,1,2,1,5,5,1,5,1,5,1,5,5,4
122,3,37,2,1,US,3,5,3,3,2,5,1,5,2,2,1,5,4,1,4,2,5,2,1,3,5,1,1,5,1,5,1,3,4,5,1,1,1,3,4,5,5,5,4,5,4,5,4,1,4,5,5,5,4,5
123,11,27,2,1,NZ,2,4,4,2,4,2,4,2,5,4,3,4,4,3,4,3,2,3,2,3,2,3,4,3,4,3,4,2,3,2,5,5,3,5,2,2,3,4,4,4,4,4,2,4,2,3,1,3,3,4
124,6,41,2,2,US,1,3,4,2,4,2,4,3,4,4,5,5,1,5,1,3,1,5,1,5,2,5,3,3,4,2,3,2,5,1,4,2,2,4,3,2,4,4,4,4,3,3,3,3,4,4,3,4,3,4
125,3,18,1,1,GB,4,5,3,5,2,4,2,3,3,3,3,3,4,4,3,2,4,2,3,2,4,4,2,5,2,3,3,4,2,5,3,2,4,3,2,5,1,3,1,4,3,5,2,5,2,3,1,4,4,4
126,3,21,2,1,US,2,4,4,3,5,2,4,2,4,4,2,3,4,4,5,2,4,3,3,2,3,3,2,3,2,4,2,4,2,4,5,2,2,5,2,3,4,4,4,4,3,4,2,4,2,4,2,3,4,4
127,6,15,2,1,US,1,5,3,1,5,1,5,2,5,5,4,5,4,5,2,3,1,5,3,5,5,1,3,5,4,3,2,3,5,1,3,1,5,5,2,3,1,3,2,3,4,4,1,4,2,4,1,5,4,3
128,3,18,2,1,BR,3,3,2,3,3,3,3,3,2,4,3,4,5,4,3,3,3,3,2,3,2,5,1,1,4,4,1,1,3,4,5,4,1,4,4,4,4,5,5,5,5,5,1,5,2,5,2,4,5,5
129,3,20,1,2,GB,2,4,5,3,5,3,3,1,4,4,3,3,2,4,4,3,2,3,2,2,4,2,1,5,2,5,1,4,3,3,1,2,4,4,3,4,1,2,1,2,4,4,2,4,2,5,1,4,4,5
130,13,35,1,1,US,1,5,5,1,5,1,4,1,5,5,4,5,3,4,2,3,1,5,1,5,5,1,1,5,1,5,1,5,4,4,1,1,5,5,5,3,1,1,1,2,4,5,2,5,1,5,1,5,4,5
131,3,24,2,1,GB,2,2,3,3,3,3,3,3,2,3,1,3,4,3,4,1,4,2,4,1,2,3,2,2,4,3,2,3,4,1,4,4,2,4,2,2,3,3,3,4,4,3,2,4,3,3,1,3,3,4
132,3,33,2,1,US,1,2,5,1,5,1,4,1,4,4,1,2,3,3,3,4,2,5,1,4,5,2,1,4,1,5,2,5,4,4,5,4,2,4,3,4,4,5,4,4,5,4,1,3,1,4,2,4,4,5
133,1,20,2,1,PH,2,2,3,3,3,2,3,2,4,2,3,3,3,4,2,2,2,4,2,4,3,5,5,2,5,2,1,1,5,2,3,3,3,4,3,2,2,3,2,3,3,3,1,4,2,3,2,3,2,4
134,3,59,2,1,US,1,4,4,3,4,2,5,2,5,4,4,4,2,4,1,4,2,4,1,2,1,3,2,4,4,4,2,3,5,3,2,1,4,1,4,2,2,3,1,2,4,3,3,3,2,4,3,4,4,4
135,3,19,2,2,CA,1,4,3,2,3,3,4,2,5,4,2,3,4,4,4,2,2,3,3,3,5,1,2,5,1,5,1,3,1,5,4,1,3,5,2,2,2,2,2,5,5,4,2,5,3,3,1,3,4,5
136,13,26,1,1,BR,3,2,3,4,3,3,2,3,3,4,4,4,4,4,3,4,4,3,2,4,2,4,2,2,2,2,2,2,2,4,3,2,3,4,2,3,4,4,4,4,5,5,2,5,1,5,1,4,3,5
137,3,24,2,1,CA,1,5,3,2,5,4,5,2,5,5,5,5,5,5,1,3,4,4,3,5,3,5,1,4,3,4,1,2,3,1,3,1,5,3,1,1,2,1,1,4,2,4,4,5,3,5,1,5,1,5
138,3,31,2,1,US,2,5,5,3,5,1,5,1,4,4,3,3,5,3,3,1,5,3,1,3,5,1,1,5,1,5,1,5,1,5,4,4,3,4,2,5,4,4,4,4,3,5,2,5,2,3,1,5,3,2
139,3,30,2,1,US,1,5,5,3,5,1,5,1,4,5,2,1,4,3,5,1,5,2,4,1,1,3,2,3,4,3,1,1,4,4,4,2,2,5,1,5,2,3,1,2,5,5,1,5,1,4,1,4,1,5
140,5,18,2,1,US,4,2,3,5,2,3,1,5,3,2,4,4,2,5,3,2,1,5,3,3,1,5,2,2,5,2,1,1,5,2,4,5,3,5,1,1,4,4,2,5,2,3,2,4,1,1,2,3,2,5
141,13,24,2,1,US,1,5,4,1,4,2,4,1,5,4,5,5,1,5,1,4,1,5,2,5,3,5,1,4,3,3,1,2,4,3,4,2,4,5,2,3,3,3,1,4,4,4,1,5,1,5,1,4,4,4
142,13,13,2,1,US,1,4,5,1,5,1,4,1,4,5,4,5,1,5,2,5,3,5,1,4,4,2,2,5,2,4,1,5,3,3,2,1,4,3,3,3,2,3,4,2,5,5,1,5,1,5,1,5,5,5
143,3,19,2,1,US,1,4,5,2,5,1,4,2,5,5,3,2,5,2,4,2,4,2,2,2,3,2,2,5,2,5,2,4,3,4,3,3,4,3,3,2,1,2,2,2,4,4,2,3,2,3,3,4,3,3
144,11,20,2,1,US,4,4,2,4,2,4,4,2,2,1,4,4,2,4,4,2,2,3,2,2,2,5,3,2,4,2,4,4,3,2,5,4,1,5,1,4,3,5,4,2,4,4,3,4,1,4,2,4,4,4
145,11,13,2,1,US,1,2,4,1,5,2,4,2,4,5,4,5,2,4,4,5,2,4,2,4,3,2,1,4,2,4,1,4,4,4,2,2,2,5,4,4,4,3,4,4,4,4,2,4,2,5,2,4,4,4
146,13,16,2,1,US,3,3,2,1,3,5,2,3,4,1,1,3,4,2,1,3,5,3,3,1,4,4,1,3,2,5,1,5,2,3,4,4,4,2,3,3,3,5,5,3,2,5,3,4,3,4,1,3,3,5
147,3,17,2,1,AU,1,5,5,1,5,1,5,1,5,5,2,5,4,5,1,2,4,2,2,1,1,2,1,5,4,5,1,1,4,1,1,2,5,4,2,1,3,2,1,1,5,1,1,5,1,5,1,5,4,5
148,3,27,2,1,US,3,4,5,3,4,1,4,2,4,4,2,2,2,2,2,2,2,2,3,3,3,2,1,5,1,5,2,5,2,4,3,3,4,2,1,1,3,2,2,2,4,3,1,4,3,4,2,4,4,2
149,3,20,2,1,US,1,4,4,2,4,1,4,2,3,4,2,4,3,3,2,5,2,4,2,4,1,4,3,4,2,4,2,2,3,2,4,4,4,4,1,1,2,3,2,2,5,4,2,5,2,3,1,4,5,5
150,9,44,2,1,JP,2,4,4,1,5,2,3,2,3,4,2,5,2,2,2,2,5,1,2,4,2,4,1,3,3,4,2,4,2,4,4,1,2,2,5,4,4,2,2,2,4,3,3,3,1,3,2,4,4,2
151,3,21,2,1,CA,2,4,4,2,4,1,5,1,4,4,3,3,4,2,3,2,4,3,3,2,4,2,1,4,2,4,1,5,2,5,4,3,3,4,2,3,4,4,4,4,4,2,3,3,4,3,3,3,3,2
152,3,21,2,1,CA,2,4,5,1,4,1,3,1,4,5,5,5,3,4,2,4,3,5,2,4,3,2,2,4,2,5,2,4,4,2,3,2,4,4,3,2,4,2,2,3,5,4,2,3,1,4,2,5,4,4
153,4,23,1,1,IN,4,4,5,1,3,2,5,2,5,4,4,2,5,2,2,2,4,4,1,4,2,4,4,4,4,3,4,1,2,4,3,2,4,4,4,2,2,2,2,1,2,4,2,2,1,4,2,4,1,4
154,13,24,2,1,US,4,5,2,4,4,5,3,5,3,5,4,4,1,5,4,5,1,4,1,4,1,5,2,1,5,3,5,1,5,1,5,5,3,5,1,5,5,4,3,5,4,5,5,5,5,4,1,4,5,5
155,1,39,1,1,CA,2,4,4,1,4,2,4,2,2,3,3,2,2,2,2,2,2,4,1,3,2,3,4,2,4,4,2,4,5,3,2,4,3,4,1,4,2,3,2,3,4,4,1,4,1,4,1,4,1,5
156,3,45,2,1,US,1,2,5,1,4,2,5,1,5,3,4,4,5,5,4,4,5,3,1,3,1,5,4,2,4,2,2,1,5,1,4,4,3,4,2,3,3,3,3,1,5,4,1,3,3,5,1,5,5,4
157,3,45,2,2,US,1,4,5,2,5,1,5,1,5,4,3,2,5,3,1,1,4,2,3,1,3,1,1,5,1,5,1,5,2,4,3,1,4,3,4,2,3,2,2,4,4,3,1,3,2,3,2,4,3,5
158,1,20,1,1,US,1,5,5,1,5,1,4,1,5,5,3,5,3,5,1,3,4,4,1,4,3,1,2,5,2,5,1,5,2,5,2,2,3,4,2,1,1,1,1,1,5,5,1,5,1,5,1,4,5,5
159,13,21,2,1,US,2,3,3,3,4,3,3,3,3,3,3,3,5,4,5,3,3,5,2,5,2,3,4,2,5,3,3,3,3,3,5,4,2,5,1,4,4,4,4,5,3,4,3,5,3,3,3,3,3,3
160,1,23,2,1,ID,2,4,4,2,4,2,5,2,5,4,5,3,2,4,2,4,3,4,2,5,2,2,1,3,4,2,2,3,2,2,3,2,3,3,3,4,2,4,4,3,4,4,3,5,3,4,1,4,1,4
161,9,23,2,1,PH,1,5,5,1,5,1,5,1,1,5,5,4,4,4,1,4,1,5,2,5,2,1,2,5,1,4,2,4,1,4,4,1,2,5,4,1,4,2,2,4,4,5,1,5,1,5,1,5,4,5
162,3,22,2,1,US,1,3,2,1,5,2,5,3,5,4,1,2,5,4,5,2,5,3,3,1,1,5,5,3,5,1,5,1,5,1,5,2,3,5,2,3,5,4,2,3,3,4,3,5,1,4,1,3,1,5
163,3,16,2,1,US,1,5,5,3,4,3,4,1,5,5,3,3,3,4,3,4,3,3,3,4,4,3,2,5,2,5,2,5,3,5,4,3,5,4,2,4,4,4,3,3,5,5,1,4,1,5,1,5,5,4
164,3,20,1,1,AU,1,5,4,4,5,2,4,1,4,5,2,2,5,2,4,1,4,2,2,1,4,4,1,5,2,5,1,2,2,4,3,4,4,2,2,2,1,3,2,3,5,5,1,5,3,3,1,4,5,5
165,1,33,2,1,IN,5,5,4,1,5,2,4,2,4,4,4,4,2,4,1,4,2,4,2,4,2,4,4,4,4,4,2,4,4,2,1,2,4,2,4,2,2,2,2,2,4,4,1,2,1,4,2,4,3,4
166,13,17,2,1,AU,1,4,5,1,4,1,4,2,4,4,2,3,5,5,4,1,5,1,3,2,4,4,2,3,3,4,3,3,4,3,4,4,4,4,2,5,2,5,4,3,3,4,4,5,1,3,2,2,4,5
167,11,17,0,1,CA,1,3,4,4,3,2,3,2,3,3,3,4,3,4,2,1,4,4,3,4,1,4,3,3,3,2,3,1,4,3,3,2,3,4,2,2,3,3,2,4,4,5,2,5,1,4,1,4,4,3
168,3,20,2,1,US,1,4,5,3,5,1,5,1,5,4,4,4,4,4,3,3,3,4,2,4,2,2,2,4,3,4,2,2,4,2,5,4,2,5,1,4,5,5,4,5,3,4,2,4,1,3,2,4,3,5
169,1,59,2,1,US,4,4,4,1,3,4,4,2,4,2,1,2,4,2,1,2,2,3,2,1,1,5,5,3,5,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,4,4,3,5,3,4,1,3,2,4
170,3,25,1,1,CA,1,5,5,1,5,1,5,1,5,5,4,4,5,4,4,4,3,4,1,5,5,3,1,4,3,5,1,4,4,4,1,2,5,3,5,2,2,2,1,2,4,5,1,5,2,5,1,5,4,4
171,3,18,2,1,AU,2,3,2,5,2,1,1,3,2,1,4,3,1,4,3,2,1,4,3,3,1,5,3,1,5,1,3,1,1,1,5,4,3,5,1,1,3,4,3,5,4,5,2,5,3,3,1,3,4,3
172,1,27,1,1,US,1,5,5,2,4,3,4,3,5,4,3,3,5,4,4,2,3,3,3,3,1,5,4,3,4,3,3,3,3,2,3,5,5,5,1,5,4,3,3,4,3,4,2,4,1,4,2,5,2,5
173,3,24,2,1,CA,2,3,4,4,4,3,3,4,3,5,2,3,4,4,3,1,4,1,3,3,3,5,4,2,2,1,3,4,3,2,3,4,3,4,1,1,3,5,4,5,3,3,2,3,1,3,3,3,5,5
174,3,29,1,3,US,1,5,5,1,4,1,5,1,4,5,5,5,1,5,1,5,1,5,1,1,5,1,1,5,3,5,1,4,1,5,1,1,5,5,5,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5
175,3,16,2,3,US,5,5,3,3,2,3,2,4,4,3,5,3,2,4,1,4,2,4,1,4,2,4,5,3,5,3,2,1,4,4,1,2,4,2,5,1,1,2,1,1,4,4,2,4,2,4,2,3,3,4
176,11,29,1,1,US,1,3,4,4,5,3,3,3,3,4,3,4,3,4,2,4,2,3,4,4,2,5,4,3,5,4,4,3,4,3,2,3,4,4,2,2,2,2,1,3,5,4,1,4,1,3,2,4,3,5
177,13,33,2,1,US,1,3,3,2,4,1,5,2,4,4,3,1,1,2,3,1,4,5,5,1,2,5,2,2,4,5,1,1,5,2,5,3,1,5,2,5,5,4,5,5,4,5,3,5,2,5,1,1,1,5
178,4,21,1,1,IN,4,2,4,1,4,2,5,2,4,5,3,4,2,4,2,4,3,4,1,3,4,5,2,4,4,2,2,3,2,5,3,1,3,4,4,3,2,4,4,3,4,4,2,4,1,5,1,5,3,4
179,3,26,1,1,US,1,4,4,2,4,3,3,3,4,3,4,4,2,4,3,3,2,4,2,3,3,4,3,4,3,4,2,2,4,3,4,2,4,4,2,3,3,3,3,3,5,4,1,5,4,4,1,4,4,4
180,11,21,1,1,IN,3,3,4,2,4,2,4,3,3,3,2,2,4,4,4,2,4,1,3,2,1,5,2,2,2,3,4,2,4,4,2,3,4,3,3,2,4,4,4,2,1,5,2,4,1,4,2,4,1,4
181,4,26,2,1,IN,2,5,2,1,4,3,4,2,4,4,3,3,2,4,2,4,2,1,1,4,3,2,2,5,3,4,4,2,2,5,3,2,3,2,4,3,3,3,3,3,4,5,1,5,1,4,1,5,3,3
182,3,14,1,1,US,4,2,3,5,1,4,4,4,2,2,4,5,5,2,1,1,5,2,4,1,3,3,2,3,2,5,1,3,2,5,4,1,5,5,5,2,2,5,3,4,5,5,1,5,1,5,1,5,5,4
183,1,13,1,1,US,5,3,3,4,2,4,3,5,3,2,4,3,2,4,3,1,3,4,5,3,1,5,4,3,5,3,5,1,4,3,5,5,3,5,1,5,5,5,5,5,3,4,3,5,3,3,1,4,3,5
184,3,30,1,1,SE,2,5,5,1,5,3,4,1,4,5,5,4,5,5,2,1,5,4,3,1,4,1,3,5,1,5,1,5,1,5,1,1,5,1,5,4,1,3,1,4,4,5,1,5,1,5,1,5,4,5
185,3,27,1,1,US,2,4,4,4,4,2,5,2,3,4,2,5,4,4,3,2,3,4,2,3,3,5,5,2,5,4,4,3,5,1,5,5,2,5,1,4,4,4,4,5,4,4,2,4,3,5,2,5,4,5
186,3,17,1,1,US,2,1,4,4,4,2,4,2,4,4,2,4,4,4,4,2,3,4,4,3,2,4,4,2,4,3,2,2,4,3,5,5,2,5,1,4,4,5,5,5,5,5,1,5,1,5,1,5,5,4
187,13,17,2,1,US,4,3,4,2,3,1,3,1,4,3,3,2,2,3,1,5,2,4,2,2,5,2,2,5,1,5,2,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,5,2,4
188,11,19,2,1,AU,2,3,4,2,4,2,4,3,2,3,3,4,4,4,1,2,4,4,3,2,3,4,2,4,3,3,4,2,4,2,1,2,4,2,5,3,3,3,2,3,4,3,1,2,2,3,4,4,3,4
189,0,18,1,1,US,5,2,3,4,1,3,1,2,2,1,2,3,5,5,3,1,3,4,4,3,1,5,5,4,5,1,2,1,4,3,3,3,5,3,2,4,1,1,1,3,5,5,1,3,1,4,2,5,5,5
190,11,23,2,1,MY,2,3,3,2,4,2,5,3,3,4,3,3,3,3,3,3,2,3,1,5,1,3,4,2,3,4,4,1,4,2,5,3,3,2,3,4,3,3,2,3,2,2,4,4,3,3,4,3,2,5
191,1,20,2,1,IN,5,5,5,1,5,5,5,1,5,5,1,5,1,5,5,1,5,1,5,4,5,5,1,5,3,1,5,1,1,5,5,1,1,1,5,5,1,2,1,1,1,4,1,5,2,3,5,4,1,1
192,11,19,2,1,MY,1,5,4,1,4,4,5,3,5,4,3,4,5,3,4,3,5,2,1,3,4,1,3,3,3,3,3,4,4,3,4,3,4,4,2,4,5,5,3,4,2,4,3,4,3,5,2,5,3,2
193,13,23,1,1,IN,5,4,4,1,5,2,4,2,5,4,3,3,2,4,2,5,2,4,2,4,4,4,3,4,2,4,2,3,2,4,1,3,3,3,3,2,2,4,4,2,3,4,2,4,2,4,2,4,2,4
194,13,14,1,1,US,4,3,2,4,1,5,2,4,2,1,3,3,3,5,4,2,3,3,3,3,1,4,5,3,5,1,5,3,5,1,2,1,3,3,4,3,3,4,4,4,4,5,4,5,3,4,1,4,3,3
195,4,18,1,1,IN,4,3,4,2,4,2,4,2,3,4,2,4,3,5,4,2,2,2,4,1,1,5,5,4,4,1,5,3,4,5,3,5,5,5,5,5,3,3,3,4,4,5,2,4,1,4,2,2,3,5
196,1,18,2,1,US,3,5,5,4,4,2,4,2,4,5,2,1,4,2,5,1,3,2,5,1,4,2,2,5,3,5,3,5,1,5,1,3,5,1,3,4,1,2,1,2,4,3,4,5,3,2,1,3,3,4
197,5,16,1,1,KW,2,4,3,4,2,2,2,4,4,2,2,4,2,4,3,2,3,4,2,1,2,4,4,3,4,1,4,2,4,1,4,3,2,5,4,4,4,3,2,4,4,4,4,4,4,3,2,3,3,4
198,0,23,2,1,OM,4,5,4,1,4,2,5,2,5,5,5,5,3,5,2,3,5,3,3,5,3,5,2,4,2,3,2,2,1,5,2,3,4,4,2,1,4,5,1,1,2,3,3,4,3,4,1,3,2,3
199,4,22,2,1,IN,5,4,5,1,5,2,5,1,5,5,5,3,4,5,2,3,1,3,3,5,5,2,1,5,3,5,2,5,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,5,2,3
200,11,19,1,1,US,3,4,4,1,4,3,3,3,4,4,3,3,4,3,2,2,5,3,2,3,1,5,5,2,5,2,4,1,5,1,2,1,4,2,4,2,2,2,1,2,4,5,3,5,1,5,1,3,4,5
201,13,21,1,1,US,1,3,4,3,4,1,4,2,4,4,4,5,4,5,3,3,2,5,2,2,3,3,2,3,2,3,3,3,5,2,3,3,3,5,4,2,4,3,3,3,3,5,2,4,2,3,5,4,4,4
202,11,19,1,1,MY,5,3,1,1,3,5,5,5,1,1,3,3,5,3,3,3,5,3,4,2,1,5,5,1,5,1,5,1,5,1,5,3,1,5,2,5,5,4,4,1,3,1,3,5,5,1,3,3,2,5
203,10,14,1,2,AU,5,4,5,5,5,1,5,3,3,5,1,3,3,3,5,3,5,3,3,3,1,5,3,5,1,3,4,3,5,5,3,3,5,5,5,5,5,3,2,4,4,4,5,4,3,3,1,3,3,3
204,3,39,2,2,AU,1,5,5,3,5,1,5,1,5,5,3,4,4,4,3,4,3,4,1,3,5,1,1,5,1,5,1,5,2,5,5,4,2,5,2,4,3,5,4,5,4,5,1,5,2,5,1,5,1,5
205,3,26,1,1,DK,3,1,3,3,5,3,5,3,5,4,3,5,1,5,3,3,1,5,2,3,1,5,5,2,3,1,3,1,5,3,1,1,1,5,1,1,1,5,1,1,5,3,5,5,5,3,1,1,3,5
206,3,48,1,1,GB,1,4,5,1,4,2,4,1,4,4,4,4,1,4,2,3,2,4,1,4,1,4,4,5,2,4,2,4,2,5,1,1,4,3,4,2,2,1,1,1,4,5,2,5,2,4,2,5,5,5
207,3,33,2,1,NZ,2,2,3,2,2,2,4,3,3,4,3,3,2,4,2,4,2,5,3,4,1,5,3,2,2,4,4,1,5,1,3,4,3,4,2,3,4,5,3,4,4,3,3,3,2,3,4,4,4,4
208,7,20,1,1,ID,5,4,3,5,2,3,4,3,4,2,5,4,2,3,3,4,4,3,2,3,2,3,5,2,5,3,4,4,2,5,1,3,3,4,3,2,3,4,3,3,1,3,3,4,3,4,4,3,3,4
209,3,22,2,2,DK,1,5,5,2,5,1,5,1,4,5,4,4,4,4,3,4,2,5,2,5,4,2,1,5,2,4,1,4,2,5,3,2,5,4,4,4,2,1,2,2,4,4,4,3,5,4,3,4,3,5
210,13,21,1,1,TR,1,1,1,3,1,5,1,5,1,1,5,1,1,5,1,5,1,5,1,5,1,2,4,5,5,2,4,1,5,1,3,1,5,5,5,5,1,1,1,1,3,3,1,3,1,3,1,5,3,5
211,3,29,2,1,GB,4,2,2,4,2,4,2,4,2,2,5,4,4,5,2,5,5,5,1,4,1,4,4,4,5,2,4,1,4,2,4,2,4,5,4,2,4,2,2,4,4,3,2,4,2,4,2,2,4,2
212,3,43,1,1,AU,1,4,4,2,4,2,4,2,4,3,3,4,5,3,4,2,4,3,2,2,3,2,4,4,3,4,2,4,4,2,4,2,3,4,3,2,4,2,2,4,4,4,2,4,3,4,1,4,3,4
213,11,13,2,3,SG,5,4,4,4,2,3,1,2,5,2,3,5,2,5,1,3,3,4,3,2,1,5,4,2,3,4,2,1,5,2,3,5,3,5,1,3,4,4,5,3,5,5,1,4,1,4,3,5,5,4
214,4,22,1,1,IN,2,4,3,3,5,1,5,5,5,5,3,4,1,3,2,3,5,2,3,3,2,4,4,2,3,5,4,2,4,3,1,3,4,4,3,2,5,3,3,5,3,4,5,2,1,4,4,4,4,3
215,13,23,2,1,GB,1,4,5,4,5,2,5,1,5,5,5,4,1,5,3,3,3,5,1,3,4,2,1,3,3,4,1,5,3,5,3,3,4,5,4,3,5,3,3,5,2,3,2,5,3,2,2,2,1,5
216,3,24,1,1,LT,2,2,4,1,5,2,5,1,3,5,3,3,5,5,4,1,1,5,3,5,3,5,3,3,3,3,5,1,5,1,1,4,5,4,2,4,3,5,3,2,1,1,5,4,2,1,5,3,1,5
217,3,39,1,2,GB,1,3,4,1,5,1,5,1,3,5,5,4,2,5,2,4,1,5,3,4,2,4,3,2,3,2,1,2,3,3,4,4,3,5,3,4,4,4,4,4,5,5,1,5,2,5,1,4,4,5
218,3,29,2,1,AU,1,4,5,5,5,1,5,1,3,5,4,2,5,5,2,1,2,5,2,3,4,5,1,3,1,5,1,1,1,5,4,5,3,5,1,1,1,3,1,1,5,5,3,5,1,5,1,4,5,5
219,3,39,1,1,IE,1,4,4,3,5,1,4,1,4,4,3,4,1,4,2,4,1,5,1,2,2,2,1,4,4,5,1,3,4,5,4,2,3,5,1,2,2,3,2,1,3,2,1,5,5,4,1,4,4,5
220,11,26,2,1,US,2,3,2,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,2,2,2,3,4,2,4,2,4,2,2,3,4,4,2,4,4,4,4,4,3,4,4,2,4,2,4,2,4,2,2,4
221,13,17,2,1,GB,1,4,5,4,4,1,4,1,5,5,3,3,5,5,5,1,5,1,3,1,4,1,1,3,1,4,1,5,1,5,5,5,2,5,1,5,5,5,5,5,5,5,3,5,3,5,1,5,4,4
222,3,18,2,1,AU,1,4,5,2,5,1,3,1,4,4,3,3,3,4,3,2,2,4,3,3,5,1,1,5,3,5,2,5,3,4,4,5,3,5,1,3,4,4,4,2,5,3,1,3,1,3,2,4,5,4
223,5,17,2,1,IL,4,4,4,4,2,4,4,2,3,4,5,3,5,2,2,3,4,3,2,1,3,2,4,4,2,4,2,2,2,5,3,2,5,3,2,4,3,3,1,3,4,5,3,4,2,5,1,4,3,2
224,1,26,2,1,IN,4,3,5,3,3,1,5,1,5,4,5,3,1,5,1,3,5,1,3,4,5,4,1,5,1,5,1,4,5,1,1,1,5,3,1,4,5,1,3,5,5,3,1,3,3,4,1,5,5,2
225,3,17,1,2,GB,2,3,5,2,5,2,4,2,3,5,3,3,3,4,3,1,1,4,5,3,2,4,4,3,4,2,3,2,4,4,4,3,4,5,3,3,3,4,4,3,3,5,3,5,2,3,1,2,2,5
226,3,16,2,1,GB,5,2,3,1,2,2,5,3,3,4,5,2,1,4,2,5,4,3,5,4,4,2,3,2,3,2,3,2,3,3,3,2,1,5,2,2,5,3,4,3,3,2,2,3,2,2,4,3,3,3
227,3,17,2,1,GB,1,4,4,4,5,1,4,1,5,5,5,4,4,4,2,2,4,3,2,4,2,5,2,4,4,3,2,4,4,4,5,4,2,5,2,2,3,2,2,4,5,3,2,5,2,4,1,4,4,5
228,3,35,1,1,PL,2,3,4,3,2,5,1,4,3,4,4,4,4,2,5,3,5,4,3,2,3,2,3,5,2,3,1,4,3,5,1,2,4,1,4,2,4,1,2,4,5,5,1,4,1,5,1,5,5,3
229,1,39,2,1,DE,1,4,4,2,4,2,4,4,4,4,4,3,5,4,4,3,4,3,4,4,1,4,3,2,5,2,2,1,5,2,4,4,3,4,2,4,3,4,3,3,4,3,2,2,2,3,4,4,4,4
230,3,18,2,1,GB,4,3,3,4,3,2,3,3,3,3,2,2,4,4,4,2,4,2,2,3,2,4,4,2,4,2,2,2,4,1,3,4,3,4,2,2,3,3,4,3,4,4,1,5,2,3,2,3,4,4
231,11,29,2,1,MY,3,3,3,2,4,2,4,2,4,3,4,3,2,2,2,2,4,4,2,4,2,4,4,2,4,2,4,2,4,2,3,4,4,3,2,3,4,4,4,2,4,3,2,2,2,4,2,4,2,4
232,11,15,2,1,ID,4,4,1,3,4,4,2,5,3,3,2,5,3,3,4,4,4,2,3,1,1,5,4,1,3,3,3,1,4,1,5,5,1,3,1,5,5,5,5,5,3,5,3,5,1,4,1,5,4,5
233,13,15,1,1,IN,5,1,2,1,5,1,5,5,1,5,1,1,1,5,1,2,5,5,5,1,1,5,3,1,5,1,5,1,5,5,5,1,1,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5
234,4,16,1,1,AE,5,5,5,4,5,2,5,1,5,5,4,5,4,5,4,4,5,5,5,4,1,5,2,4,4,5,4,1,4,5,5,5,1,5,5,4,5,5,5,5,1,2,1,3,5,1,5,5,1,4
235,3,20,2,1,LT,1,5,5,1,5,1,5,1,5,5,2,4,4,5,3,3,4,1,3,2,3,5,1,4,3,3,1,4,3,3,3,2,4,5,3,2,3,4,1,3,4,5,1,5,1,4,1,5,4,5
236,4,19,1,1,PK,4,1,1,4,1,5,1,5,1,1,1,2,5,3,5,1,5,1,5,1,1,5,4,1,5,1,5,1,4,1,1,2,1,2,5,5,4,5,4,4,3,4,1,1,5,1,1,4,1,1
237,3,42,2,2,GB,1,4,4,2,5,1,5,2,5,4,2,3,2,4,5,1,2,4,2,2,3,2,3,3,2,4,2,2,3,2,4,5,2,5,1,4,5,5,5,4,4,3,3,5,2,2,2,5,2,5
238,1,19,1,1,MY,4,4,4,3,4,2,4,3,3,3,4,3,3,3,4,2,4,4,3,3,2,4,4,2,4,3,3,3,4,2,3,3,4,4,4,4,3,3,3,3,4,4,3,4,3,4,2,4,2,3
239,9,18,2,1,BT,5,1,4,2,3,4,3,4,2,1,5,4,2,4,3,3,3,4,2,4,1,2,4,1,4,5,4,5,4,2,5,5,2,5,1,4,4,5,4,4,4,3,5,4,5,2,2,4,4,4
240,11,17,1,1,ID,4,3,2,1,3,3,4,4,3,3,4,4,2,3,2,4,3,4,2,4,1,3,5,3,4,2,5,2,4,1,2,3,4,3,3,2,2,3,2,2,3,3,2,3,2,3,2,4,4,5
241,3,15,2,2,DE,2,3,4,3,3,2,4,2,3,2,3,4,5,4,4,1,3,3,4,1,1,5,3,1,4,2,4,1,3,4,5,5,2,5,1,4,5,5,4,3,3,4,1,5,1,4,1,5,4,5
242,3,42,2,1,DK,1,5,5,1,5,1,4,1,4,5,4,5,4,3,1,3,3,3,1,1,3,3,3,5,3,5,1,4,2,3,1,1,5,2,5,1,1,1,1,1,5,4,1,5,1,4,1,5,4,5
